x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
NaN, NaN, -10.644162, -5.006123, -13.506320, -1.555937, -36.398758, 15.259814, -1.772636, 8.374060, NaN, -5.722833, 13.844331, -7.474194, -2.078095, 3.067463, 10.408328, 11.262503, 13.816405, -23.204349, NaN, NaN, 31.446627, 14.413562, 11.303963, 1.601768, 13.757641, 10.265452, -9.308695, -4.250300, -16.160301, -8.567832, -13.820349, -14.445614, -11.446622, -3.595548, -1.474847, 0.407480, 1.793062, -6.832487, 11.695699, 3.583102, -12.475400, -12.013500, -10.003042, -15.442641, -1.030597, 4.639485, 5.987178, -16.420452, NaN, NaN, 7.702542, 4.244551, 2.417764, 4.223496, -5.612914, 12.450792, 12.098060, 0.854951, NaN, -10.121211, NaN, 8.717194, 10.252958, 11.827003, 5.094136, -23.413222, NaN, 10.527532, 7.694893, -5.726323, NaN, -3.570253, -9.707726, NaN, -7.079293, 4.946399, 10.022322, 6.437577, 3.686471, -10.367209, 4.324063, 3.901135, 7.732371, 18.442992, 4.874004, NaN, -5.884865, -5.749314, NaN, NaN, -14.534356, 22.436586, -13.324975, I, H, G, J, G
24.952553, NaN, -9.868272, NaN, NaN, -4.458093, -40.503461, 11.117291, -4.981443, NaN, 0.908056, -7.512884, 11.168592, -11.182670, -2.146017, 3.555599, 4.166939, 6.129732, NaN, -24.707793, 8.511763, -0.676123, 29.605687, NaN, 12.778988, -4.769888, 15.346121, 6.086157, -13.615393, -6.082601, -21.826992, NaN, -15.469145, -19.646759, -14.190312, -4.666503, -4.720671, -2.207324, 1.225156, -14.909977, NaN, 3.223980, -15.533359, -15.094579, -10.989457, -18.245755, -5.944345, -2.036451, 5.237811, NaN, -9.566333, 7.134476, 0.599710, 2.282114, 3.420088, 3.677944, -4.187266, 11.891415, NaN, 2.133293, 9.479487, NaN, 14.012045, 10.110944, 7.617011, 4.893532, 3.530692, -25.170928, -27.075421, 11.229192, NaN, NaN, 1.535149, -8.583639, -12.484705, 24.701036, -12.453086, 3.120030, 7.109594, 9.420092, 2.635321, -11.573257, -1.133729, 2.783233, NaN, 13.587373, 1.111270, 11.033381, -9.245470, -14.864937, -21.007274, NaN, -13.902645, 23.529275, NaN, G, H, J, K, H
24.514036, 15.581835, -10.410170, -2.533042, -19.798085, -2.028833, -40.141940, 13.710179, -3.303288, 10.084666, -0.518082, NaN, 10.114620, NaN, -5.335193, 6.150943, 9.533275, 9.650195, 12.757765, NaN, 7.891509, 1.456866, 30.540936, 15.067085, 10.546974, 4.217582, 16.270626, NaN, -13.252397, -6.557204, -15.891930, -8.671084, -14.387625, -18.850249, -11.830567, -1.773537, -6.751862, -0.664468, -3.784152, -10.059342, 11.330594, 2.791434, NaN, -13.423638, -9.225467, -16.737721, -4.975236, -0.867050, 6.712279, -20.065674, -8.152950, 13.582823, 9.050777, 1.042091, -0.280585, 4.725802, -8.336120, 13.488049, 13.838939, -1.089744, 14.641941, -10.383963, 12.138190, 6.649668, 8.609778, 10.530185, 6.151185, NaN, -22.666164, 14.927504, 3.293608, NaN, 11.217868, -5.173920, -14.170290, 22.537002, -11.156583, 4.578071, 4.540271, 7.627244, 4.407510, -13.428545, 3.275022, NaN, 1.766764, 22.111598, -0.503351, 12.857194, -7.033408, -6.940959, -16.345749, 6.377033, -16.247021, 23.479781, NaN, H, NaN, J, G, H
29.018708, 11.707285, -8.375585, -2.023830, -15.757911, -4.383427, -41.344488, 17.139507, -5.436978, 7.884310, NaN, NaN, 18.969864, -8.673610, 2.394677, 5.757490, 15.027870, 10.960755, 15.238748, -21.396027, 12.303080, 1.687064, 35.066706, 14.886289, 12.422265, 2.381585, NaN, 11.807803, -10.428329, -3.146803, -15.402310, -4.883874, -12.634199, -13.280176, NaN, -3.729744, -6.913598, 5.613640, 7.054477, NaN, 17.309663, NaN, -13.515842, -11.938071, -4.100275, NaN, -1.315162, 6.277383, 7.539989, -20.870433, -5.400933, 10.147786, 8.321725, 5.141182, 2.660278, 4.845502, -2.552146, 13.064629, NaN, NaN, 12.850844, -6.735503, NaN, 7.198166, 12.887967, 12.348355, 5.173779, -20.326263, -20.087214, NaN, 5.297854, -1.910385, 7.622190, -6.762173, -8.627625, 22.132584, -7.736619, NaN, 13.897491, 8.733400, 7.479459, -6.854747, 3.013912, 8.775608, 7.916676, 17.526539, 4.837399, 19.478232, NaN, NaN, -15.194240, 5.165333, -11.803937, NaN, -8.448129, NaN, H, K, I, J
19.306076, 9.791177, -14.312473, -6.495360, -19.982264, -2.714903, -40.220417, 15.439559, -9.856297, 5.822928, -5.303874, -8.488245, 10.299108, -11.804692, -2.948216, 0.219208, 8.076587, 5.645517, 9.424084, -24.553859, 8.121154, -0.171392, 30.178675, 8.051279, 8.080125, 2.016527, 13.358895, 9.159858, -14.495962, -10.219613, -17.895544, -11.554471, -19.694226, -19.002919, -10.957658, -5.791205, -12.148125, -4.930041, -3.149637, -15.104000, 7.829755, 2.484550, -14.670403, -13.602761, -13.529695, NaN, -7.242173, NaN, 6.261508, -23.335006, -11.845989, 6.259418, 7.496551, NaN, 2.685239, 0.626468, -12.949930, 11.395773, NaN, -5.848225, 7.393173, -10.590196, 11.576031, -0.147416, 5.525212, 8.479231, NaN, -28.210379, -25.021869, 10.545582, -0.608577, -11.091394, 3.959564, -8.224607, -8.961922, 16.724175, -16.281584, 1.853234, 7.597379, 4.179543, 5.069860, -14.021417, -0.431686, NaN, 3.598615, 15.236159, -2.355911, 7.427185, -7.562383, -9.247235, -11.648877, NaN, -18.458917, 20.911016, -18.541625, H, H, H, NaN, H
22.248732, 6.231427, -11.957391, -5.236496, -16.303681, -7.887782, -40.817249, 16.093470, -11.154735, NaN, -4.830981, -10.763610, 10.318646, -8.287259, -4.491072, NaN, 5.448806, 11.455385, 11.095315, -28.871999, 6.703317, 0.641064, 25.103413, 15.633664, 11.042447, NaN, 14.268727, 9.091965, -7.118639, -6.168603, -18.827638, -9.570072, -21.257268, NaN, -13.610393, -6.147809, -6.883814, -4.439820, -4.645312, -11.825394, 10.948192, 2.346147, NaN, -15.704708, -12.127448, -18.504506, NaN, -0.560520, 9.429737, -21.586589, -10.127757, 11.701028, 4.768353, 0.425245, -1.180159, 4.916570, -8.150567, 8.412107, NaN, NaN, NaN, -8.649015, 13.304652, 1.081479, 2.769384, NaN, NaN, -28.002046, -25.922632, 7.733695, 7.298386, -11.006592, 7.704027, -0.641349, NaN, 18.060482, -15.559909, 5.586770, 9.778929, 2.093422, 8.362994, -11.155842, 3.906269, 4.483013, 4.773342, 15.128181, -0.056908, 8.657231, -7.835606, -10.535702, NaN, 1.934460, -17.215232, 20.620453, -18.869318, K, H, G, NaN, I
20.161719, 9.479655, NaN, NaN, -17.966303, -2.542732, -41.184675, 14.666983, -4.376456, 5.250029, -2.174736, -8.817079, 9.549640, -10.772633, -6.801102, NaN, 5.654458, 3.382920, 12.693049, -23.680740, 6.509643, -1.838656, 28.767655, 11.187762, 10.046164, -0.111171, 11.756617, 8.315447, -13.542071, -9.193290, -14.512336, -10.688283, -14.543053, -18.679703, -13.401187, -5.023673, -9.923888, -1.065058, -3.456629, NaN, 10.388215, NaN, -13.324911, -15.686164, -14.735973, -17.135060, -5.036496, -0.697997, NaN, -20.993644, NaN, 12.369123, 6.403905, -0.694477, 0.350545, 0.418653, -7.345741, NaN, 13.704067, -3.475837, 13.322426, -12.123605, 10.795198, 2.814056, 5.423003, 7.286017, 3.198809, NaN, -22.550983, 8.838806, 1.012625, NaN, 10.356216, -5.311705, -11.895291, 15.871896, -10.933050, -0.240543, 5.190681, 7.102225, 5.534914, -12.972931, NaN, NaN, NaN, 17.181848, -3.729187, NaN, -10.335560, -7.273864, -13.832947, 3.126451, -22.598724, 20.976047, -18.331412, G, H, NaN, K, I
21.857115, 6.880887, -5.528472, NaN, -11.789433, -7.769186, NaN, 15.180650, NaN, 7.298474, -1.052825, -9.750762, 11.529529, -4.150027, -2.202193, 0.007028, 8.654739, 9.628549, 9.246522, NaN, 10.837760, 2.118198, 28.511956, NaN, 15.957339, -5.020365, 13.841997, 5.393331, NaN, -10.072462, -20.776604, -4.159501, -14.858395, -16.879544, -10.937741, -5.007610, -7.119373, 0.488247, -4.015660, -12.324981, NaN, 0.594393, -15.801390, -15.222163, NaN, -18.000405, -10.012812, -5.417622, 3.803619, -23.719283, -11.307094, 10.897153, 2.306394, NaN, 1.638715, 5.023290, -9.833417, 12.821404, 10.286815, -0.914446, NaN, -7.776088, 19.115484, 6.891691, 4.724137, 9.211013, 4.749640, -31.993993, -26.843504, 11.349533, -0.878136, -9.461581, 5.589052, -7.966236, -14.974661, NaN, NaN, 1.124396, NaN, 6.953575, 5.639556, -11.543848, -4.359715, 6.211615, 4.339243, 12.772958, 0.549197, 8.155446, -11.960473, -11.940268, -18.310357, -0.607704, -21.048677, 25.850413, NaN, NaN, H, K, K, I
16.980021, 7.913214, -19.319749, -7.755054, -19.067625, -5.115474, -44.401622, 10.680618, -7.586642, 7.310189, -2.443560, -10.275602, 9.932891, -14.812338, -3.557916, 0.229330, NaN, 5.175074, 12.519655, -22.574090, 1.915719, -0.619919, 32.594946, 10.645642, 11.706365, 1.312599, 12.664617, 7.442028, -11.778155, -7.173802, -20.795570, -13.140482, -18.181055, NaN, -16.633809, -7.385974, -9.200238, -4.120060, -0.027276, -19.274051, 4.928216, 4.065846, NaN, -14.289754, -17.585954, -21.251299, -4.032785, -2.772945, 5.225216, -22.971734, -14.237051, NaN, 4.575436, 2.640202, -1.835186, 0.569182, NaN, 12.911826, 6.635618, NaN, 2.740243, NaN, NaN, 1.479164, 5.436850, 6.531111, NaN, -30.436144, -19.657933, 10.029835, -2.565696, -9.896231, NaN, -3.621161, -11.309310, 14.776206, -13.525443, 3.338604, 7.008092, NaN, 5.269934, -16.415740, 2.989532, 4.562066, 6.007913, 16.816428, -3.220776, 6.572380, -6.694675, -10.257407, NaN, -0.417145, NaN, 16.497710, -15.121495, I, H, I, NaN, K
20.804123, NaN, -11.449000, -2.402942, -13.934581, -4.916134, -38.701511, NaN, -6.628843, 7.051780, 0.682445, -5.460125, 10.900288, -9.316388, -2.020540, 1.666722, NaN, 9.389143, 13.143104, -21.534295, 16.444957, 2.502751, 37.307745, 8.727576, 12.105541, -0.742942, NaN, 10.519575, -9.887192, -6.193486, NaN, -4.085969, -17.069705, -18.272219, NaN, -0.291423, -7.276462, NaN, 4.601651, -12.731261, 13.198301, NaN, NaN, NaN, NaN, NaN, -6.373788, -1.924125, 6.983611, -18.994371, -11.757838, 11.869029, 5.900074, NaN, 5.514890, 3.999023, -3.995371, 17.486483, 18.149401, -1.333429, 12.689783, NaN, 15.632575, NaN, 8.987515, NaN, 4.555868, -29.141896, -21.524994, 12.866812, 2.416699, -5.185885, 9.418876, -7.262546, -11.034565, 20.471018, NaN, -2.630879, 7.219330, 12.329598, 9.290837, -11.966853, 2.905688, 7.707688, 4.713394, 13.363620, -3.491909, 11.446199, -8.502036, NaN, -17.140960, 2.594148, -19.416398, 22.236346, -10.238375, J, H, H, K, NaN
24.773699, NaN, -9.603567, NaN, NaN, -3.461558, -36.218937, 16.320183, -1.397279, 11.244269, 3.365865, -7.563048, NaN, -7.235895, NaN, 7.479040, 11.787302, NaN, 13.441139, -24.753535, 5.319636, -0.237058, 36.401553, 16.377880, 16.147658, NaN, 17.516343, 11.251290, -4.633735, -5.663383, NaN, -3.134770, -10.222300, -13.351887, -10.412652, -1.285015, -2.963773, 1.088673, NaN, -11.527106, 15.850181, 4.590957, -9.340046, NaN, -11.730214, -17.568183, -0.250791, 1.565677, NaN, -25.688487, NaN, 9.851391, 3.590732, NaN, 2.691285, 3.623019, -3.816119, 12.467697, NaN, 5.902873, 14.448742, -1.370676, 18.398004, 6.586916, 9.467781, 11.541518, 5.676303, -22.458602, -16.273274, 11.444369, 7.246252, -8.657785, 5.740854, -0.427613, -7.734187, 20.245475, -10.064358, 9.167622, NaN, 11.179974, NaN, -7.883018, 7.028087, NaN, 12.402537, 21.753693, 0.164940, 16.936907, -3.374345, -7.605783, NaN, 10.780325, -13.696524, NaN, NaN, H, H, I, NaN, K
NaN, 11.475817, NaN, NaN, -17.471514, -1.542416, -43.856839, 12.425724, -8.059255, 8.289606, 0.007296, -12.693189, 11.991832, -9.893852, -4.100417, 5.045195, 8.370984, 6.495766, 8.506106, -24.885247, NaN, -5.259978, 33.634367, 15.236409, 13.635593, -0.634612, 12.691430, 9.350827, NaN, -7.459509, -15.414225, NaN, -15.945105, -20.588684, -8.322291, NaN, -8.723402, -8.058707, -4.770952, -16.020543, 8.490141, 4.238226, -14.865729, -16.307829, -12.235469, -19.642167, -6.468314, -2.972688, 10.284113, -17.325863, NaN, 12.231127, 3.141343, 2.126910, -0.911912, 3.881307, -7.531117, 9.472401, 14.336382, -3.377303, 11.176860, NaN, NaN, 7.058491, 8.305857, 6.141660, 7.442648, -26.607494, -22.063398, 8.525974, 0.341272, -12.680034, 6.620652, NaN, -12.001950, 19.064402, -12.304498, NaN, 9.947275, 1.518536, NaN, -15.303257, 4.780737, 5.561331, 4.485168, NaN, 1.332431, NaN, -10.674857, -8.949239, -10.993927, NaN, -19.894133, 24.960596, NaN, H, H, I, NaN, I
22.335596, NaN, -10.116707, -3.455243, -12.783704, -3.784770, -37.065089, 16.358023, -6.407828, 7.165090, 1.274154, -6.374279, NaN, -6.662753, -1.983970, 1.824833, 12.223206, NaN, NaN, -20.484415, 9.867994, 2.786373, 32.570996, 11.965747, NaN, NaN, 13.638763, 11.898016, NaN, -5.810331, -19.181603, -6.238105, -14.795912, -20.093975, -7.289131, -0.171041, -4.248751, -2.426609, 0.661270, -9.686244, 18.275805, 3.684491, -15.468872, -9.358080, -10.352817, -14.415801, -0.371696, -2.228994, 12.369846, NaN, -11.262678, 12.949687, 9.712530, 3.690198, 1.778130, 8.321555, -8.775553, 17.362917, 8.827620, -1.732314, 14.282299, -6.744663, 12.390499, 9.317651, 7.879026, NaN, 2.723975, -28.597574, -23.131051, NaN, 6.383023, -3.949119, 10.711488, -2.752120, -4.932906, 18.054742, -10.552738, NaN, 11.690538, NaN, 11.120398, NaN, 5.797460, 8.545344, 7.763331, 15.940577, 1.013182, 11.251229, -4.999071, NaN, -11.917805, NaN, -18.537930, 27.360233, NaN, G, H, NaN, I, NaN
24.152654, 15.369946, -8.840876, -3.869050, -11.871411, NaN, -35.685142, 20.759539, NaN, 17.089767, 1.939969, -6.587965, 14.461241, -3.399645, -3.043545, NaN, 14.582759, 12.951734, 18.061720, -21.622394, 9.624845, 5.459799, 33.468735, 18.117364, 15.713847, 6.639917, 17.246467, 12.339678, -3.437881, -3.420479, -7.310750, -6.325193, NaN, -12.998035, NaN, 2.026391, -1.278641, 0.740376, 4.024381, -7.598532, 13.120486, 8.991549, NaN, -10.887845, -5.016362, -10.174586, 3.646766, 1.978870, 10.931356, -16.543966, -3.209716, 12.394246, 13.960713, 7.706032, 4.652950, 6.784404, -2.932016, 12.890260, 17.463767, 4.654262, 16.706068, NaN, 16.343514, 8.477740, 12.434384, 14.007993, 11.527592, -24.430435, -21.031490, 12.612061, 7.253145, -9.910771, 10.590265, -0.738611, -12.159261, 24.702307, -5.101289, NaN, 8.384567, 5.785333, 8.140437, -11.276688, NaN, 9.420926, 10.679734, 23.156614, 1.047258, NaN, NaN, -3.938763, -13.202135, 11.500252, -18.058113, 23.828634, -6.271096, G, H, K, H, H
20.931419, 8.344262, -6.336703, -6.030548, NaN, 0.742970, -39.432494, NaN, -6.682272, 7.806162, 0.531013, -2.576056, 13.560775, -9.457329, -2.677684, NaN, 12.606711, 8.754874, 14.343097, -24.447705, 8.103487, 1.427884, 29.396555, 12.562637, 14.195462, 0.204125, 17.549716, 8.908356, -11.534543, -4.809497, NaN, -7.437020, -15.425439, -20.682019, -7.914148, -4.450580, -8.282122, 1.670056, 1.655017, -12.625101, NaN, 5.213343, -11.442468, -15.103997, -5.231552, -18.869740, -3.103954, 1.100266, 9.533649, -15.161669, -11.290238, 11.709900, 10.934957, 2.630286, 3.006203, 5.232285, -7.520517, 19.100168, NaN, -3.515244, 11.055625, NaN, 7.154203, 5.189633, 4.670330, 10.939696, 0.307286, NaN, -27.541223, 12.906643, NaN, NaN, 12.180069, -4.047085, -9.273413, 17.664917, -13.491932, 1.362259, 12.263816, 6.642799, 6.270786, -10.418857, 6.396431, 5.363255, 5.551438, 14.838368, NaN, 12.590846, -9.402065, -5.695283, -11.642625, NaN, -16.649683, 22.783603, -18.350150, J, H, H, NaN, I
NaN, 9.465605, -14.311333, -4.454163, -18.940125, -6.204747, -44.506399, 15.181891, -7.724850, NaN, -8.610242, -7.587285, 14.622536, -6.216507, 1.572679, 1.767308, 7.109003, NaN, 14.111607, -25.719522, 5.548359, NaN, 30.776708, 9.587005, 11.671018, -0.497993, NaN, 6.955729, -13.652269, -5.465609, -20.654110, -6.638108, -16.336698, -15.330335, -12.313587, -7.755470, NaN, NaN, -6.790852, -10.880987, 8.301195, 3.993625, -16.462415, -11.424377, -12.438957, -20.410913, NaN, -0.655458, 5.375429, -22.845932, -9.015521, 7.252212, 8.155452, NaN, 2.405691, 1.878724, -12.036859, NaN, 8.473807, NaN, 10.658561, -6.511886, 14.235659, 2.352325, 7.664515, 5.846267, 3.157478, -27.696815, -21.779689, 15.125119, NaN, -12.436930, 9.269312, -5.024406, -10.653967, 22.645061, -11.661053, 2.666087, 13.206283, 12.942854, 8.790696, NaN, 0.033900, 6.089539, NaN, 21.604574, -1.742525, 8.597576, NaN, -10.478975, -13.638250, 2.479149, -19.054234, 20.726236, -16.955705, G, H, J, J, G
NaN, 10.498736, -10.365020, -3.389767, -18.107247, -2.388679, -39.349421, 16.240997, -7.022165, 7.685262, -0.867536, -9.234515, 6.939290, NaN, NaN, NaN, NaN, NaN, 11.584861, NaN, 11.288001, -0.642373, 30.697851, 13.486663, 14.323802, 4.476580, 14.921924, 9.037211, -8.274440, NaN, -13.895835, -4.287202, -17.965798, -20.250745, -15.790961, -1.643761, NaN, -1.008164, 1.756587, NaN, 13.084028, 4.291257, -13.292107, -13.601045, -10.980653, -21.984934, -4.069678, NaN, 10.083472, -23.918478, -8.509153, 12.769344, 4.315229, NaN, 0.783901, 1.735993, -6.336097, NaN, NaN, NaN, 10.547324, -6.958927, 14.625782, 3.883796, 6.428417, 9.956991, 7.937926, -26.076796, -21.498622, 9.999020, 2.709662, -13.517368, 9.107180, -3.426486, -14.060196, 20.480747, -12.428634, 6.249073, 8.385672, 3.054532, 5.461250, -8.637590, 2.964023, NaN, 5.951658, 16.334244, -1.856645, 12.017602, -6.680662, -6.600472, NaN, 6.580471, -15.496622, 24.607141, -14.399753, H, NaN, K, G, I
26.509109, 12.601144, -6.020127, 1.232814, NaN, -3.444094, -41.091206, 13.197443, -3.326856, 10.265739, NaN, -5.608702, 13.333322, -5.113625, -0.921404, 2.878665, 13.673546, 13.091472, 14.626969, -21.760479, 9.717027, 2.265938, 33.464768, 15.662992, NaN, 4.164577, NaN, 4.968918, -6.304690, NaN, -13.924958, -5.810079, -11.951430, -19.748653, -12.668319, NaN, -3.479461, -1.666146, 4.678242, -10.070287, 10.607390, 5.675343, -13.707960, -15.048387, NaN, -16.515225, 1.334583, NaN, 10.950140, -18.705472, -8.210155, NaN, 3.932622, 5.379176, 2.477827, 5.657314, -3.660812, 12.333973, 14.373630, 3.695005, NaN, -7.253659, NaN, 6.264806, 10.609542, 9.944450, 9.566390, -25.773089, -22.266005, 12.186484, 6.166235, -10.808344, 9.129604, -0.969622, -13.791557, 20.678462, NaN, 7.111032, 12.214882, 8.515397, 6.803992, -7.360520, 7.629892, 6.737031, 11.676064, 19.824811, 4.503217, 13.923923, -9.653431, NaN, -13.084883, 6.027318, -14.859187, 24.660028, -8.661280, K, H, G, J, I
24.788333, 14.729262, -14.453124, -4.417194, -19.204964, -2.552855, -42.691251, 13.606050, -5.581847, 9.863088, 0.569215, NaN, NaN, -7.254951, NaN, 4.207725, 9.570825, 7.820436, 12.167858, -24.830582, 10.393856, 1.494349, 27.913942, 7.061192, 13.490033, 5.158426, 16.247746, 9.118928, -10.757099, -7.202839, -18.133820, NaN, -14.240006, -18.303559, -18.594166, -0.812925, -3.960508, -4.968627, -4.325892, -16.552874, 10.492671, NaN, -15.137002, NaN, NaN, -15.468303, -2.943920, -3.047786, 7.728121, -26.148829, -10.477068, 8.871400, 3.460349, 0.067862, 1.933011, NaN, NaN, 15.352943, 12.311493, NaN, NaN, -4.586478, 16.205414, NaN, 9.030533, NaN, 3.569117, -27.924621, -23.666792, 12.594979, 3.004374, -8.780334, NaN, -6.085149, -10.567301, 20.616954, -13.195321, 5.834186, 3.882902, 11.303873, 7.395857, -11.446124, 3.129043, 5.158613, 6.523219, 19.111482, 1.310230, NaN, NaN, -10.651962, -18.051947, 6.227015, -16.864859, 16.121446, NaN, H, H, J, G, K
20.783322, 9.381975, -9.246877, -5.813111, -17.683003, -2.433891, -40.901049, 14.351547, -7.695822, NaN, NaN, -6.326715, 13.053816, -9.703973, -2.324250, 1.966491, 10.321062, 10.368139, 9.904330, -29.034390, 6.542050, 2.174499, 26.421815, 12.067799, 16.580771, 5.535695, NaN, 5.192316, -9.269833, -4.009214, -14.335339, -9.319076, -15.030395, -16.361774, -15.618615, -5.516865, -5.719018, -0.888503, -2.567385, -12.128065, NaN, 7.221949, -14.484780, -12.358054, -10.972555, -16.570527, 1.455685, 1.030555, 7.395631, -20.348461, -9.039801, 9.600846, 5.578483, 4.329824, -0.470397, NaN, -7.692195, 15.684268, NaN, NaN, 10.404325, -5.642048, 13.407772, 3.326670, 7.260437, 8.297486, NaN, -24.940659, -24.150013, NaN, 3.328896, -12.507351, 5.238199, -2.881571, NaN, 22.441298, NaN, 3.726832, 9.381555, 5.534457, 6.287274, -10.414449, 0.127105, 6.941101, 5.386219, 16.534806, -1.790180, NaN, -8.194279, -7.338896, -12.987810, 3.548992, -18.174016, 22.630334, NaN, NaN, H, K, NaN, K
NaN, 9.405987, -14.833927, -9.804140, -20.070480, -2.394650, -41.316682, NaN, -3.572872, 7.559035, -4.842035, -9.457853, 13.052359, -12.041541, -1.950684, 1.844065, 14.113625, 8.422823, 12.377909, -23.574924, NaN, -2.260659, 33.992684, 8.469824, 7.534496, 0.306481, 11.086172, 7.535571, -10.923673, -4.350261, -14.909514, -9.274612, NaN, -21.239859, NaN, -3.444356, -6.735672, -3.629655, -0.186456, -11.225490, 8.824481, NaN, -17.179360, -13.828401, -12.818487, -19.285182, -1.706249, NaN, 5.260061, NaN, -10.013925, 4.152659, NaN, 3.072293, 2.334459, 2.453317, -5.132155, 9.386886, 9.223651, NaN, 9.135071, -11.081093, 7.808848, 6.963173, 11.466041, 9.632817, 5.175415, -27.757639, -21.114964, 5.669049, 0.239186, -10.645411, 3.019831, -7.209614, -15.492316, 15.146883, NaN, 0.981292, 6.555414, 4.808658, 3.332232, -14.387137, 1.995592, 6.712936, 2.953143, 15.136230, 3.513501, 9.346370, -10.471089, -11.680402, -15.250530, NaN, -18.581222, 20.588988, -13.127977, H, H, I, H, I
21.712493, 10.770432, -13.567985, -7.747729, NaN, -1.669739, -37.769066, 15.744332, NaN, 4.524293, -0.977705, -8.737071, NaN, -8.402522, -2.776069, NaN, 9.076782, NaN, NaN, -21.894197, 8.715592, 0.652710, 32.412775, 15.979671, NaN, NaN, 19.118678, 11.304935, -9.742971, -3.386333, -15.153678, -6.455717, -16.853404, NaN, NaN, -5.812662, -4.744322, -2.882746, NaN, -10.358956, 17.790415, 4.086366, -14.040949, NaN, NaN, -15.143982, -0.452077, 0.547447, 15.129642, -19.961165, -6.183686, 9.009517, 6.780383, -0.179520, NaN, 7.784365, -7.008895, 14.182223, 12.344021, -2.548040, 14.127901, -3.583506, 11.310068, 10.312205, 8.574122, 10.267634, 3.314882, NaN, -20.281826, NaN, 6.905197, -8.568954, 6.702413, -3.797139, -12.212925, 22.631070, -11.346630, 4.010428, 7.692270, 11.937075, 8.431457, -11.317432, 3.232262, 6.311997, 5.726842, 16.526762, 1.847337, 11.691204, -8.141144, -10.303640, -17.263075, 1.346611, -14.129213, NaN, -13.383580, H, H, I, G, K
29.075043, 10.303569, -8.272395, NaN, -9.420995, -5.979533, -38.388271, 14.477267, -4.737809, NaN, 2.500805, -8.226646, NaN, -4.267391, NaN, NaN, 10.777399, 13.432658, 14.898007, -21.816075, 12.555039, 5.316343, NaN, 15.158856, 16.925406, NaN, 12.867631, 9.397781, -7.046891, -1.863978, -15.124127, -2.042465, -11.787120, NaN, -14.787247, NaN, -2.434388, 2.090177, -3.412312, -5.155493, 13.907899, NaN, NaN, -11.223272, -8.213220, -15.692540, -0.239198, 1.512942, 13.758276, -19.758886, -9.264002, 16.144917, 4.699609, 6.645885, 0.881837, 10.266674, -3.695969, 15.849173, 12.043278, 2.208204, 14.596410, -7.780353, 17.412424, 12.574562, 7.394292, NaN, 5.993014, -28.184983, -22.476400, NaN, 9.043655, -5.619474, 11.337628, -1.805111, -10.991951, 22.174721, -4.504644, 5.522714, 9.327990, 12.828256, 15.239353, NaN, NaN, 6.762769, 8.573527, NaN, 0.775811, 13.685920, -7.363317, NaN, -13.464390, 5.130397, -16.777330, 24.104721, -12.584733, I, H, NaN, K, I
29.021538, 13.135056, NaN, -2.163469, -15.139073, 2.019963, -34.538080, 21.886763, NaN, 14.431648, 5.110543, NaN, 16.433036, NaN, 1.544862, 8.224144, 13.538768, 13.078790, 15.886260, -15.710353, 10.602159, 5.510326, 34.511069, 18.564922, 13.329747, 6.041655, 18.052105, 12.745147, -8.089948, -2.987595, -12.867137, -3.403532, NaN, -13.941805, -8.431799, 2.475441, -0.187672, NaN, 5.409350, -3.688613, 17.920204, 7.757228, -9.499840, -8.834471, NaN, -12.526905, 2.607328, 4.483982, NaN, -16.338531, -3.576847, 9.707150, 14.765238, 6.131633, 8.788792, 8.477449, NaN, NaN, 17.530763, NaN, 11.866186, -3.894279, NaN, 11.237494, 12.146931, NaN, 12.791374, -20.224163, -18.926169, 17.237252, 8.854670, -9.011695, NaN, NaN, NaN, 27.132223, -7.463611, NaN, NaN, 11.247321, 6.752781, -7.547009, 6.891173, 6.798312, NaN, 24.514998, 5.034017, 17.720858, -1.880681, -8.432137, -12.478176, 11.944943, -11.722674, 27.435018, -8.897455, NaN, H, G, I, G
