y, x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
63.850050, 24.194079, 12.584130, NaN, NaN, -15.325556, -5.436883, -36.252359, 17.485969, -1.863723, 10.152356, 5.301242, -6.554658, NaN, -6.256750, -1.080604, NaN, 13.368045, 13.931024, 10.990202, -21.099907, 13.138681, NaN, 33.940841, 18.563115, 15.969868, 6.551652, NaN, 9.772040, -7.620459, NaN, -17.783262, -6.345636, NaN, NaN, -10.826102, -3.318768, -0.806875, -0.594636, 4.433932, -11.761505, NaN, 5.842563, NaN, -13.241282, -5.845011, -16.842685, NaN, NaN, NaN, -16.156502, -8.780401, 14.084758, NaN, 7.125684, 3.809981, 5.932545, NaN, NaN, 11.462505, 2.751027, NaN, -6.544504, 16.031839, NaN, 9.414009, 12.570099, 5.081794, -25.776474, -20.431430, 12.599604, 6.087187, -6.653936, 9.548734, -5.144451, -13.739608, 20.461367, -9.897973, 5.089118, 10.884290, 6.722139, 6.499696, -8.684297, 8.869647, 7.974337, 7.443748, 18.353568, NaN, 11.016791, -6.768160, -9.063257, -17.910270, 8.130097, -12.233930, 24.260368, -11.622856, NaN, H, I, I, J
-107.467862, 22.942510, 10.479739, -12.014677, -4.279372, -15.584948, -4.920447, -37.430062, 18.019967, -5.062310, NaN, -2.954450, -5.655490, 10.817246, NaN, -2.773369, 4.718659, 10.810711, NaN, NaN, NaN, 7.647424, 0.369589, 33.645802, 11.485655, 10.081187, -0.301299, 16.196715, 5.543264, -10.572675, -3.963637, -17.065343, -7.104419, NaN, -15.754542, -9.981505, -4.425963, -6.706471, 1.950237, 1.288798, NaN, NaN, 1.200584, -16.586421, -10.762093, -13.064534, -19.242248, NaN, 0.904663, 6.580375, -20.023855, -8.761535, 8.765946, NaN, 0.787310, 2.316502, 4.557744, -5.972499, 13.201462, 14.128981, -2.554500, 8.981755, -11.127206, 13.178213, 6.142139, NaN, NaN, 6.635699, NaN, NaN, 13.499827, 4.421137, NaN, 11.317149, NaN, -11.300765, NaN, -9.088153, 1.368414, 8.998985, 9.978397, 3.940243, -10.373564, NaN, 9.363026, 6.949207, 16.711012, -0.783677, 11.662677, -5.402098, -7.277205, NaN, 3.979431, -18.051750, NaN, -12.368271, NaN, H, J, K, I
39.597416, 20.225180, 14.647123, -8.021125, NaN, -14.732024, -1.010489, -38.732140, 17.911493, 1.105106, 15.997082, 5.229520, -4.583691, 15.944545, -9.649203, 0.830876, 5.452258, 16.812340, NaN, 13.509502, -16.866549, 7.658992, -0.799950, 36.528594, 16.717974, 14.301424, 4.218884, 18.083417, 11.146518, -11.510257, -4.596008, -17.002968, NaN, -10.547128, -17.351028, NaN, -0.108837, -0.379387, 3.025024, 4.974978, -12.087953, 14.634814, 6.119793, -10.685502, -10.529706, -6.468604, -14.738659, -3.085066, 3.958477, 8.478593, -14.719506, -10.082468, 9.908915, 13.726059, 6.488873, 5.470430, 4.855696, -1.929304, 16.201868, 11.748544, 3.153660, 14.113423, -5.408902, 10.359168, 10.107394, 10.784298, 13.369405, 1.023219, -22.336098, -20.040824, NaN, 5.872141, -7.536565, 8.374898, NaN, NaN, 19.418504, -12.775860, 6.314138, NaN, 12.090609, NaN, -13.160732, 9.944246, 6.919831, 7.575467, 19.672510, 5.601384, 14.990610, -6.775685, -5.918713, -16.819030, 5.579777, -15.754219, 23.531736, -11.200262, NaN, H, H, K, J
16.040375, 27.787954, 13.711754, -6.635620, -1.826544, -12.440843, 0.315158, -36.435066, 13.945820, 0.376630, 12.281212, 3.312577, -6.346601, 12.888558, -5.346249, -1.657328, NaN, NaN, 9.387084, 13.570360, NaN, 7.046289, 0.887126, 29.127106, 13.900005, 13.889063, 4.756286, 13.594332, 11.922334, NaN, -9.427607, -14.186984, -9.755731, -10.096872, -17.567626, -14.495457, -0.693522, -1.830147, 0.909400, NaN, -9.830078, 12.862808, 4.928667, -9.186117, -13.022322, -12.661957, -13.965850, -0.674501, 3.293582, 6.839683, -22.517249, NaN, NaN, 7.714550, 6.267484, -0.094196, 4.467458, NaN, 15.168538, 13.382103, 5.817770, 15.005206, -6.642341, 15.936151, 6.761479, 8.895639, 7.742287, 6.862334, -30.032879, -22.432587, 8.926604, 2.813391, -3.862312, 9.475800, -4.085091, -8.931301, 20.093025, NaN, NaN, 5.874670, 2.248505, 8.492442, -7.510001, 7.394050, 8.941664, 13.526215, NaN, 4.226529, 14.764291, -4.524957, -5.293700, -10.547026, 9.390034, -15.412510, 21.448398, -10.624941, J, H, G, G, K
-14.485960, 21.664443, 12.250076, -9.711051, -10.456794, -19.474202, -1.874023, -38.931606, 12.070342, -4.959104, 9.296026, -2.022566, -10.834154, 7.574074, -8.360973, -1.894374, 1.528272, 7.152981, NaN, 9.797321, -26.473573, 7.133094, -2.608073, 33.685321, 10.842842, 9.211899, -2.371202, NaN, 9.967127, -9.174678, -8.428103, -15.081727, -10.498434, -15.544884, -16.189014, -12.341150, -3.069562, -8.692320, -2.626688, -2.485690, NaN, 10.442323, 0.536202, -14.641896, -14.296200, NaN, -20.126405, -4.142425, -0.575906, 2.238575, NaN, -8.614752, 7.135571, 0.603755, 1.677703, 2.702132, NaN, -5.412948, 9.585887, NaN, 1.791623, 12.613000, -7.060738, 13.178122, 4.559201, NaN, 5.475952, 5.432387, -25.202675, -23.997687, 5.592540, -1.095709, -9.763919, 2.944109, -5.214799, -11.562054, 17.490453, -9.158770, 4.319046, 8.189467, 7.240675, 7.375645, -14.549597, 1.353013, 6.809924, 6.022526, 11.211716, 0.144715, 12.961294, -13.020718, -9.677713, -14.134179, 1.968328, -20.978343, 22.177631, -14.326911, J, H, J, H, K
-5.222272, 23.782867, NaN, -10.854555, -4.437693, -16.573023, -0.914057, -38.302160, 18.848189, -3.485754, 5.015544, -0.368662, -3.982911, 15.156437, -7.922069, -2.285603, 5.583892, 7.202842, 9.203243, 10.566498, -21.373836, 9.528890, 1.284753, NaN, NaN, 11.044138, 1.190006, 18.795938, 8.565371, -15.695105, -4.922799, -15.441515, -6.282153, -17.950728, -14.538827, -11.380485, -5.527943, -4.754840, 2.770394, 3.458271, -11.938348, 18.196938, 0.379760, -16.446824, -14.019475, NaN, -19.191556, -1.752680, -0.440396, NaN, -22.688802, -4.511035, 7.830052, 7.137362, NaN, 4.473970, 4.698274, -6.370845, 8.651602, 12.710790, 2.667004, NaN, -5.432110, 16.928111, 7.289947, 3.520208, NaN, 2.143724, -23.844690, -24.421080, 12.067316, 6.174005, -10.910413, 9.283294, -6.921466, -10.699744, 23.763396, -15.372032, NaN, NaN, 6.759543, 3.452232, -13.103537, -1.540467, 3.881629, NaN, 17.629798, 2.704917, 14.718967, -5.064615, NaN, -17.095636, 3.573770, NaN, 23.907695, -13.744387, NaN, H, H, I, J
-7.854868, 22.206029, 11.688926, -10.147432, NaN, -17.971211, -3.563867, -34.062257, 14.790956, -4.071790, 12.639368, -0.244164, NaN, 10.781139, -5.301264, -1.601300, 3.496068, 7.250334, 12.423615, NaN, NaN, 12.463610, 6.632042, 32.287865, 11.596487, 13.236988, 4.257164, 17.264792, 8.120573, -5.873428, -6.144828, -18.285595, -6.329982, -14.435877, NaN, -14.508599, -1.909574, -5.868760, NaN, NaN, -11.094716, 14.947166, NaN, -13.354420, NaN, -14.405726, -17.196397, 2.041231, -2.769066, 7.227305, -24.832346, -4.303707, 9.710529, 4.930629, 2.637030, 0.383566, 0.788738, NaN, 16.224172, 14.834188, 3.561632, 14.204502, NaN, 18.473659, NaN, 9.330322, 13.921019, 6.679063, -28.030097, -21.701539, 11.757029, NaN, -9.536917, 8.382514, -2.075356, -10.115468, NaN, -6.045063, NaN, 6.890722, 10.761015, 8.154887, -6.830785, 3.792674, 7.328695, 10.371999, 22.800707, -0.371369, 10.980262, -6.770530, -5.723152, -13.163590, 6.468141, -16.561151, 24.192537, -11.210852, G, H, J, J, I
-6.305546, 26.957030, 12.418651, -3.633074, -1.850811, -12.258088, -2.436340, -40.027004, 16.610057, -7.370629, NaN, 0.361779, -4.225903, NaN, -6.564324, -0.160558, 3.852661, 12.682083, 11.328661, 14.798355, -24.105562, NaN, 3.491068, 28.712394, 20.548042, 14.939577, 0.371843, NaN, 10.216395, -9.407559, -4.676947, -17.141344, NaN, -12.741432, -15.691497, -9.270099, -4.052481, -3.814680, -0.964491, 2.177827, -10.599388, 15.252024, 4.632728, -10.195671, -14.995098, -6.273375, -14.898837, -1.609595, 3.245318, 6.481057, -17.816601, -8.640317, 15.385356, 5.932218, 3.818943, -1.607453, NaN, NaN, 12.590533, 10.347249, -0.274377, 15.254200, -9.631041, 15.785721, 6.257699, 7.297496, 13.178882, 7.311760, -28.422800, -25.938653, 12.905515, NaN, -8.909260, 9.005791, -4.671578, -11.401687, 18.169159, -12.320047, 8.430160, 8.833650, 3.277692, 3.939214, -11.408921, 3.135320, 8.592770, NaN, 18.064663, 5.851056, 12.803146, -9.069677, -7.521495, -15.501221, NaN, -16.549662, 25.683326, -10.599304, J, H, J, J, H
-47.341458, 17.804021, 10.423918, -8.133523, -6.889705, NaN, -4.867140, -41.046272, 11.484435, -2.473615, 9.979125, -4.267647, -8.050269, 11.096634, -8.772239, -1.663332, -0.503388, 12.398942, 7.803070, 14.846994, -23.846599, 7.756624, 2.013383, 32.334527, 11.530993, NaN, NaN, 14.616922, 6.872892, -9.762095, -3.500068, -13.214202, -4.539411, -15.510624, -15.689336, -13.261789, -3.078594, -7.962717, -3.064099, -2.130873, NaN, 12.411392, NaN, -14.654469, -9.706197, -9.018995, -13.547368, -2.393724, -0.262654, 6.629487, -22.294826, -10.099292, 8.109063, 8.954386, NaN, 3.121799, NaN, -8.162855, 13.033052, 9.825855, -4.735463, NaN, -8.073938, 10.943245, 3.998759, 7.405430, 12.183768, 0.365626, -31.371554, -25.598808, 7.241766, 4.628922, -13.819612, 8.359107, -4.321919, -14.711347, 16.537994, -9.986321, 3.738589, 5.921248, 12.848661, 8.632933, -13.343502, 0.731564, NaN, 1.694132, 22.815791, NaN, 9.027392, -10.312577, NaN, -17.207487, 2.186618, -18.921571, 21.601199, -12.154330, I, H, J, K, G
-32.662708, 23.741651, 11.383639, -9.738764, -3.755554, -16.416064, -6.624464, -40.184405, 9.365106, -6.874109, 7.571713, -3.009144, -10.528961, 6.735897, -12.020262, -4.803163, 2.004655, 6.740583, 8.695938, 8.364413, -25.645746, 3.835335, -0.696854, 28.930100, 12.385683, NaN, NaN, 13.346037, NaN, NaN, -4.623297, -20.755110, -11.641221, -15.631887, -20.939558, -16.242750, -2.000767, -4.419809, -1.815996, 0.195261, -10.618643, 7.292680, 3.855170, NaN, -18.143633, -13.845460, -20.577875, -2.152968, 0.314267, 2.853924, -24.398422, -9.355485, 10.203135, 2.047494, 3.274778, -1.364708, 3.715152, NaN, 13.540095, 11.643011, NaN, 10.568237, -8.472148, 12.699849, NaN, 6.449123, 7.466831, NaN, -27.803878, -24.496646, 8.948313, 3.895387, -9.430398, 4.457030, -3.980866, -14.200175, 21.429097, -11.659461, 2.753263, 6.548712, 5.237963, 3.441790, -10.996417, 4.521794, NaN, 6.264911, NaN, -1.526226, 12.752854, -8.547705, -10.022884, NaN, 2.523914, -16.973373, 17.991333, -14.295097, K, H, G, J, K
60.099241, 21.596689, NaN, -12.207157, -0.800384, -17.533272, -4.504566, -38.760907, 17.973111, -2.200096, 12.179911, 0.683577, -8.147577, 10.745415, -5.239392, -3.503624, 2.843626, 6.074479, 11.002553, 13.921988, -24.627045, 8.549475, -0.196773, 30.307254, 18.206636, 15.370562, 9.578554, 21.516902, NaN, -9.392262, -5.796009, NaN, -11.036144, NaN, -14.891661, NaN, -9.099565, NaN, -1.219871, -0.072282, -16.335642, 10.399624, 3.537302, -10.421491, -11.907043, -13.142058, NaN, -3.536871, 0.492749, 8.338378, NaN, -7.420050, NaN, 7.610090, 0.112163, 1.570445, 3.448579, -3.788590, 15.609798, 16.197438, -1.281786, 11.422242, -6.119865, 14.034802, 1.400255, 6.806638, 7.442052, 6.233212, -24.361653, NaN, 11.203165, 6.098034, -12.233610, 11.523543, -2.415684, -13.257624, 21.560547, -7.779850, 6.022041, 11.476957, 9.336578, NaN, -6.163786, 4.680404, 8.320139, 7.860568, 21.185053, 0.639175, 8.640383, -11.751936, NaN, -13.236195, 2.485990, NaN, 24.631649, -13.915823, NaN, H, K, G, H
12.222485, 28.082643, NaN, -11.746719, -2.991543, -15.077042, -2.398542, -41.237449, NaN, -4.488924, 9.450856, -1.168658, NaN, 15.129455, NaN, 1.005667, 4.234469, 11.859185, 13.773830, 15.926812, NaN, 11.985226, 3.980821, 32.721118, 17.886066, 9.772883, 1.931872, 19.120953, 11.070842, -13.722981, NaN, -16.933762, -6.032352, -17.497737, -14.225923, -10.034981, -4.244513, NaN, 0.032433, NaN, -14.525459, 13.373158, 2.441414, -13.921562, -12.039447, -9.023688, -16.578244, -1.853655, 1.182042, 6.651906, NaN, -7.811694, 7.832357, 8.253556, 3.474901, NaN, 4.649451, 0.041804, 8.527616, 9.695534, 2.531679, 7.784336, -6.241187, 16.198862, 3.751304, 6.186857, 13.169497, 7.987105, -22.587040, -23.489352, 15.121765, 2.491253, -9.528279, NaN, -3.173750, -10.808990, 20.966540, -12.743155, 8.052364, 8.737587, 8.453114, 6.994415, -11.240595, NaN, 8.685800, 10.145342, NaN, 3.163289, NaN, -6.158226, -12.933090, NaN, 5.166113, -15.359932, 23.947597, -9.437901, J, H, K, I, I
-41.818242, 22.806298, 11.144408, NaN, NaN, NaN, -0.944237, -39.205665, 15.192390, -5.337338, 7.122633, NaN, -5.816476, NaN, -5.978388, NaN, 4.408241, 6.290158, 6.871359, 12.328977, -24.994945, 7.008412, NaN, 29.899500, 10.459391, 12.940187, 1.338513, 14.322960, 8.712257, -5.017540, NaN, -15.130887, -10.189843, -17.120886, -19.685946, -16.343654, 0.658607, -1.141776, -2.502701, 0.778231, -11.007930, 9.777465, 5.011080, -16.287810, -13.648767, -10.967329, -14.604924, 6.379526, -1.053302, 10.715587, -22.044961, -8.845060, 11.699991, 6.694641, 1.916518, 0.885639, 6.683727, -5.910264, 13.892066, NaN, 2.604644, 13.046370, -4.599325, 14.167745, 6.400683, 5.311430, 5.088970, NaN, NaN, -25.168062, 7.290287, 8.960338, -9.340097, 10.564209, -1.051711, -8.506065, 21.189621, -12.510234, 7.662108, 8.293515, 6.046881, 9.901587, -11.879578, 6.412651, 5.310576, 10.087594, 19.255932, 2.142977, 11.140546, -6.263965, NaN, -13.036748, 6.687564, -18.529063, 20.132743, -13.095609, J, H, J, J, I
6.293550, 21.172254, 16.134188, -7.684899, NaN, NaN, 0.338887, -37.833106, NaN, -6.962208, 7.826499, -6.187255, -6.921414, 13.115098, -8.887825, -3.926643, 3.365463, 6.651333, 7.427326, 7.879126, NaN, 8.454847, -0.491094, 29.214693, 16.101577, 11.741004, NaN, 16.034267, 8.933607, -12.342730, -3.367259, -13.129104, -9.622841, NaN, -17.924411, -8.724444, -4.866115, -5.885335, -3.975681, -1.682015, -9.925473, 10.345298, NaN, -15.952404, -14.605026, NaN, -14.540867, -2.405158, 0.473217, 9.178282, NaN, -6.401380, NaN, 6.986458, 1.790125, NaN, 5.336813, -7.327890, 9.911671, 14.141051, -4.454527, 13.903294, NaN, 12.515126, 7.654950, 7.023427, 6.417092, 5.787159, -25.271746, -26.777337, NaN, 1.497764, -11.322685, 9.453801, -0.471327, -10.186094, 27.507385, NaN, 7.706309, 10.642920, NaN, 8.752945, -14.653826, 1.672641, 7.655711, NaN, 17.216816, 0.634736, 13.182548, -4.692383, -8.177542, -14.759039, 2.956817, -16.540707, NaN, -18.686321, H, H, K, G, I
-32.165653, NaN, 14.410919, -6.965755, 0.824689, -15.676459, -1.773396, -38.801684, NaN, -1.254880, 10.043134, 4.427287, -7.548186, 14.660804, -4.964256, -5.784791, 4.087845, 10.228209, 12.422674, 13.562162, NaN, 8.392035, -0.489526, 33.139504, 14.612057, 12.137553, 3.702892, 16.523934, NaN, -9.883796, -5.647308, -13.663665, -8.303202, -11.643530, -15.316548, -11.607797, -0.646473, -4.555235, 1.463388, 2.214320, -10.659071, 11.831690, NaN, NaN, -14.930862, -7.544590, -19.543968, -3.011106, NaN, 8.342353, -18.329716, -8.249289, NaN, NaN, NaN, -1.661319, 5.563621, NaN, 11.199184, 16.226411, NaN, 13.284766, -9.077111, 14.604749, 7.040521, 5.862982, 11.510298, 6.236233, -25.963776, -25.135505, NaN, 6.886721, -8.192970, 10.456818, -3.944115, -11.159870, NaN, -10.037598, NaN, 6.522777, 4.932113, 6.964045, NaN, 6.155259, NaN, 6.984047, 19.533702, -0.477714, 16.903665, NaN, -5.874988, -10.914579, 7.339724, -12.573205, 23.622826, -16.063719, K, H, J, K, H
-61.767995, NaN, 12.476592, -13.917192, -9.132082, -15.739676, -2.890776, -40.320246, 18.605910, -6.046947, NaN, -1.550539, NaN, 8.049494, -6.277364, -1.586790, 2.602845, 6.603485, 6.534706, 13.862768, -21.341479, 8.516817, 5.044304, 24.137393, 10.499968, 13.651590, -0.064531, NaN, 10.735239, NaN, -6.388305, -19.321668, -11.660051, -13.886695, NaN, -17.482822, -2.710483, -4.365150, -1.190407, 0.432329, -11.881833, 13.525535, 4.247038, -17.051218, -12.532181, -13.181519, -13.566947, NaN, -0.457991, 8.630301, -25.426499, -7.196809, 10.416294, NaN, -0.022978, 0.100025, NaN, -5.865872, 17.012103, 9.884190, NaN, NaN, -8.232836, 14.219072, 5.337666, 8.946866, 11.479570, 6.116096, -23.905820, -24.472004, 17.009003, NaN, -6.466875, 5.683714, NaN, -10.123851, 18.613856, NaN, 3.851519, 5.490934, 8.820325, 2.528613, -11.750686, 3.574560, 8.407262, 9.198072, 16.060409, 1.104505, 8.817655, -10.837242, -4.767909, -17.743886, 3.379712, -18.949664, 18.438770, -8.874698, NaN, H, H, J, J
-7.139663, NaN, 11.073035, -10.997651, NaN, -15.841266, -2.141551, -37.084984, 17.169417, NaN, NaN, 1.907128, NaN, 13.222174, -6.573767, -1.437966, 5.137923, 12.902793, 13.613007, 16.028940, -22.507284, 7.490148, 2.637418, 31.933158, 15.082154, 13.825304, 4.815304, 15.737964, 10.983058, -10.707942, NaN, -14.757215, -6.619059, -15.780636, -17.250700, -9.369135, -3.556828, -6.198089, 0.272802, -0.272299, -10.880872, 13.243087, 1.982965, -13.514255, -9.648198, -8.837535, -16.200423, -1.837161, 0.448401, 9.585743, -24.122156, -6.883341, 9.507133, 8.704674, NaN, 4.293211, 10.560288, -4.633256, 15.215692, 9.695883, -0.159597, 9.993317, -4.959177, 15.275115, 7.782833, 7.929572, 9.450201, 4.228507, -23.688211, -23.436142, 13.792365, 3.819763, -5.773705, 5.783586, -2.388831, NaN, 23.969878, -8.192078, 6.476211, 11.738244, 9.537779, NaN, -9.635495, 0.067229, 9.150063, 5.990264, NaN, -0.403389, 13.102563, -6.393792, -11.395231, -16.334812, 2.376525, -15.327359, 25.953997, NaN, NaN, H, H, H, I
3.866860, 22.056117, 9.530196, -16.157991, -3.535261, -20.408884, -1.407170, -43.827753, 14.561893, -10.530152, 5.744623, -1.498142, NaN, 15.061345, -11.585002, NaN, 4.209502, 5.260023, 4.207837, 12.053678, -24.524891, 3.050191, 0.960654, NaN, NaN, 13.447463, 3.821248, 14.764302, 7.747147, -11.700641, NaN, -14.359142, -9.675182, -15.374412, NaN, -14.109612, -6.999214, NaN, NaN, -3.197521, -12.548107, 11.235789, 7.348698, -14.775890, -12.727585, -11.124267, NaN, 1.670824, -3.188057, 10.227603, NaN, -7.127004, 9.930777, 4.153310, -1.113696, 0.190207, 4.781391, -4.871608, 11.027478, 10.199798, NaN, 10.941544, -5.128885, 10.747343, 4.097881, 4.901481, NaN, NaN, -22.094404, -20.103949, 7.784222, 3.924936, -12.010393, 2.032779, -4.124728, -10.857103, 20.405896, -12.960715, 5.884843, 10.141934, NaN, NaN, -10.976041, 2.178741, 3.737875, 8.729751, 19.625461, 0.342754, 11.872982, -10.288235, -9.332934, -16.372264, 4.159886, -14.413195, NaN, -16.030193, G, H, G, G, J
28.248827, 31.991717, 11.528356, -5.427313, -0.710218, NaN, 2.199849, -36.770719, 17.513121, -0.668967, 8.243019, 1.668151, -0.695780, 12.934055, -4.119434, -0.254645, 6.673044, 14.665323, 15.550206, 18.143555, -20.945022, 8.717200, 4.339692, 33.774801, 15.514193, 16.367959, NaN, 16.748789, 14.312302, -7.685494, -1.134916, -12.121438, -1.556315, NaN, -15.869250, NaN, 2.338884, -3.806902, 3.393620, 4.910763, -3.418593, 17.045215, 5.948751, -9.688894, -12.388067, -7.168124, -16.448963, 3.908103, NaN, 13.031267, -19.663261, -5.897537, 13.739238, 10.443095, NaN, 5.193388, 10.558008, -6.421476, 17.602984, 14.586558, 5.412675, 14.396763, NaN, 14.743964, 10.753089, 9.341153, 13.383217, 10.002145, -20.520386, -20.231992, 14.921747, 11.082318, NaN, 13.246434, -0.971461, -5.875969, 22.952113, -8.780614, 8.731060, 13.254398, 8.618860, 8.319420, -5.594732, 6.125964, 8.219306, 9.323012, 20.886193, 4.518145, 19.442490, -3.346385, NaN, -6.163989, 8.896930, -10.701861, 29.450024, -12.317235, NaN, H, H, K, J
-13.323141, 24.365746, 11.968394, -8.464647, -1.287688, -14.427486, 2.809246, -38.008608, 14.900696, -0.638023, 9.829298, -1.878147, -5.936874, NaN, -6.317473, -0.990327, 2.097145, 13.154287, 12.035634, 14.299905, -24.357606, NaN, 2.884446, NaN, 11.941003, 13.220151, 4.701751, NaN, 11.051889, -8.573410, -5.415057, -11.721696, -8.185313, -14.421434, NaN, NaN, 0.389386, -4.254338, NaN, 1.692989, -7.156254, 8.876339, 5.745994, NaN, -15.571382, -11.568065, NaN, -0.220467, 3.913021, 5.933373, -18.707039, NaN, 13.136623, NaN, 6.820435, 4.833356, 5.558566, -5.104801, NaN, 11.638912, NaN, 14.828825, -7.676508, 15.422616, 6.597841, 9.936115, 9.781519, 9.175274, -27.822097, NaN, 8.403815, 4.193109, NaN, 9.977363, NaN, -9.518070, 20.666577, -6.373999, 6.439255, 11.024400, 2.580228, 7.239637, -8.998001, 3.115907, 7.247575, 7.067357, 19.540885, NaN, 12.344166, NaN, -5.580042, -7.026392, NaN, -16.841066, 24.230594, -13.598612, H, H, K, H, K
-15.329236, 25.403816, 7.414801, -11.014533, -4.445220, -16.628027, -0.749927, -37.190113, 18.087647, NaN, NaN, 1.245777, -5.207576, 15.371885, -1.423985, -1.853185, 3.508399, 7.909181, 8.715438, 15.184031, -17.915638, 7.598994, 4.503925, 30.443837, 17.460755, NaN, 3.727265, 18.956084, NaN, -7.946409, -1.020644, -13.843058, -1.365484, -10.346982, -17.352831, -14.643484, -4.075231, -1.805483, 2.503624, -0.962710, -5.639161, 17.461066, NaN, -16.432428, -10.413864, -7.539913, -12.696619, 2.139030, 3.758638, 15.641506, -17.966552, NaN, 9.411512, 12.503268, 3.296741, 5.078208, NaN, -8.090441, NaN, NaN, 0.470388, 10.243370, -6.263311, 14.333449, 11.155213, 9.125493, 8.612326, 10.546681, -27.227707, -18.714065, 12.649207, NaN, -11.787879, 10.743340, -2.291997, -15.156140, NaN, -8.114151, 7.264628, 9.696726, 10.551725, 8.211455, -8.581737, 4.625336, 6.901847, NaN, NaN, 2.507254, 8.836422, -6.068888, -7.665892, -14.456070, NaN, -12.748702, 25.645922, NaN, NaN, H, K, H, G
-117.213284, 26.844565, 10.413611, NaN, -6.221841, -16.080315, -0.837907, -37.437996, 17.090655, -5.929502, NaN, NaN, -6.544049, 11.870059, -6.115721, 0.983548, 7.313682, 12.595514, 10.887355, NaN, -21.592446, 9.212935, 2.868812, 31.904209, 10.875167, 12.941214, 1.094241, 15.248442, 12.145847, -11.439873, -3.243517, -15.798982, -8.851346, -16.192612, NaN, -12.228198, -0.337230, -7.198112, 1.553715, -2.367846, -11.545584, 12.533796, 3.139434, -17.577357, -8.297282, -9.736940, -15.749305, -1.438027, 1.352757, 8.761673, NaN, -7.988941, 13.362731, NaN, 0.777950, 1.861929, 8.411127, -4.895523, 19.128473, 12.255091, -0.368033, 10.800744, -10.234909, NaN, 9.715519, 9.327615, 9.553430, 4.685936, -22.588350, -22.358467, NaN, 2.257230, -2.963471, NaN, -3.323325, -4.232453, 20.113059, NaN, 4.015230, 10.282924, 9.520143, 11.225547, -11.602334, -0.940236, 11.156766, 5.943350, 14.912905, 0.929797, 11.891253, -9.589739, -5.332516, -13.033615, 2.985298, NaN, 24.596864, -12.430616, NaN, H, K, G, I
15.196030, 26.436181, 14.973987, -10.063475, -3.750606, -15.874018, 4.792236, -36.925503, NaN, -2.371896, 12.424496, 1.111940, NaN, 15.024573, -8.175129, -1.945259, NaN, 10.554937, 12.039131, 16.014770, -21.596187, 6.139002, 6.731414, 32.272663, 16.282465, 14.826327, 5.141920, 15.806165, 11.091272, NaN, NaN, -11.827151, -8.620943, NaN, -12.973036, -9.876069, -2.213398, -3.763531, NaN, -3.867642, -10.166182, NaN, 9.673222, -12.611414, NaN, -10.214466, -13.662061, 4.418876, 3.801739, 9.083847, -18.815937, -3.831570, NaN, 5.859951, 3.812256, 3.819731, 12.223015, -2.092301, 16.206775, 14.944744, 2.221478, 8.709044, -5.998515, 15.494838, 9.135001, 11.020758, NaN, 11.550836, -22.644971, NaN, NaN, 5.341005, -7.534935, 4.394416, 4.101125, -3.680768, 27.260641, -4.719890, 8.896706, 12.163199, 10.152999, 14.010505, NaN, 1.409038, 5.676617, 7.757254, 21.669279, NaN, 13.563857, -3.075580, -5.988325, -11.081020, 3.733767, -15.794681, NaN, -12.389286, H, H, G, I, K
-56.687360, NaN, 8.203339, -14.238669, -8.266806, -21.721833, -6.954846, -40.814844, 10.785229, NaN, NaN, NaN, -11.880768, NaN, -12.123903, -7.249511, -1.754098, 2.336344, 8.342199, NaN, NaN, 2.946783, -2.373752, 26.571253, 12.372766, 7.439768, NaN, 13.703426, 5.298374, -12.417564, -10.952369, -21.123912, -15.263759, -23.901896, -17.996133, -15.166228, -9.046963, -11.661632, -5.425049, -4.896511, -21.303797, 7.202498, NaN, -15.297463, -15.055134, -17.780251, -25.092483, NaN, -3.600549, 0.725821, -27.416406, -11.293756, 9.198063, NaN, -2.681096, NaN, -0.515385, -7.676317, 11.009879, NaN, -3.463243, 7.693273, -12.900833, 9.903529, NaN, 1.044284, 4.523350, 1.440067, -31.769421, -27.511685, NaN, NaN, -14.820355, 6.271557, -7.020056, -14.912172, 13.615456, NaN, 2.224671, 2.957055, 1.481301, 3.577593, -13.854216, -3.085206, 3.892316, 2.584758, 14.056439, -5.597399, 6.283093, NaN, NaN, NaN, NaN, -21.761067, 19.694722, -19.410096, I, H, H, I, K
